id,country,description,designation,points,price,province,region_1,region_2,variety,winery
187,France,"This pale-colored rosÈ is made from Chardonnay with the addition of Pinot Noir still wine to give the color. It is fresh and crisp, offering a lively mousse with attractive flavors of raspberry and fresh red currants. With its refreshing acidity, it is ready to drink.",RosÈ des Blancs Brut Premier Cru,90,65,Champagne,Champagne,Grand_Est,Champagne Blend,Pierre Gimonnet et Fils
188,France,"Still young, the wine is very mineral, smoky and tight, with considerable structure and concentration. The apple and citrus fruits are attractive, although almost a sideshow compared with the texture of the wine. Drink from 2017.",Wineck-Schlossberg Grand Cru,92,34,Alsace,Alsace,Grand_Est,Riesling,Jean-Marc Bernhard
189,France,"Soft and rich, this warm, rounded wine has concentrated fruitiness along with a more tense mineral structure. Its pink grapefruit, ripe melon and zesty lemon flavors combine to give a wine that is only just setting out. Drink from 2018.",Praelatenberg Grand Cru,92,25,Alsace,Alsace,Grand_Est,Riesling,Domaine Allimant-Laugner
190,France,"A truly aromatic Riesling that has a wonderful series of fruit and spice perfumes. It's ripe and full in the mouth, offering a strongly mineral edge as well as rich apple and citrus. Textured and still very tangy, the complex wine needs to age, so drink from 2017.",Eichberg Grand Cru,92,30,Alsace,Alsace,Grand_Est,Riesling,Domaine Charles Baur
191,France,"Fronholz is from a single vineyard, a heady, perfumed wine with ripe, smooth undertones. While there is plenty of acidity, it's the opulent, ripe texture that comes right up front. A light touch of honey and melon roundness give a creamy aftertaste. Drink now, but better from 2017.",Fronholz,92,47,Alsace,Alsace,Grand_Est,Riesling,Domaine Ostertag
192,France,"This is still young, a tight wine with nervy acidity and very fresh fruitiness. A strongly mineral character from the chalk soil adds to the sense of dry, steeliness. It still needs to age, so drink from 2017.",Engelberg Grand Cru,92,49,Alsace,Alsace,Grand_Est,Riesling,Domaine Pfister
193,France,"This concentrated wine has weight and richness while also showing a firm, very mineral and tight texture. The green fruits, aromatic red currants and tangy zest are partnered by young and exuberant freshness. It needs a few years to show its paces, so drink from 2018.",,92,26,Alsace,Alsace,Grand_Est,Riesling,Domaine Zind-Humbrecht
194,France,"Rich while also structured, this is beginning to be delicious. Acidity comes from the black currant fruits while the structure shows dense tannins and wood-aging flavors. The wine is still young and prepared for a long haul, so don't drink before 2018.",,92,65,Bordeaux,Lalande de Pomerol,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Ch‚teau des Annereaux
195,France,"This is the second wine of Ch‚teau LabÈgorce. It has much of the elegance of the top wine with firm tannins and generous fruits kept in stylish proportion. Black currant and berry fruits lie under the dark, dry exterior. The wine is dense, needing several years' aging. Drink from 2018.",ZÈdÈ de LabÈgorce,92,40,Bordeaux,Margaux,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Ch‚teau LabÈgorce Margaux
196,France,"This starts out smooth and rounded and then begins to develop a drier, firmer character. Putting the flattering richness and the structure together and the wine is both rich and solid, with black currant fruits vying with a dry core. It still needs time; drink from 2017.",,92,65,Bordeaux,Lalande de Pomerol,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Ch‚teau des Annereaux
197,France,"Like the hyperexpensive CuvÈe ‡† Tempo, Pegau's 2015 CuvÈe ReservÈe has a slightly bitter edge to the finish. Otherwise, it shows subtle pineapple, anise and white gumdrop notes and medium body.",CuvÈe RÈservÈe,85,63,RhÙne Valley,Ch‚teauneuf-du-Pape,Nouvelle_Aquitaine,RhÙne-style White Blend,Domaine du Pegau
198,France,"This is a crisp, lightly perfumed wine with attractive apple acidity and touches of grapefruit. The texture is soft, with a bright aftertaste. Drink now.",,85,,Burgundy,M‚con-Villages,Bourgogne_Franche_Comte,Chardonnay,Blason de Bourgogne
199,France,"This range of wines comes from different regions of the southwest. The white comes from Gascony and is typical local blend. It is crisp and fruity with a soft texture from the ripe Colombard. There is a light dancing character to this lively, fruity wine. Drink now.",Gouleyant,85,11,Southwest France,CÙtes de Gascogne,Nouvelle_Aquitaine,Colombard-Sauvignon Blanc,Georges Vigouroux
200,France,"This is one of several wines from this producer that are created to give lie to the tannic Malbec. This is soft, ripe and full of the young fruitiness that demands to be drunk now.",Les Comtes de Cahors,85,12,Southwest France,Cahors,Occitanie,Malbec,Georges Vigouroux
201,France,"Round and pillowy in feel, this is a simple wine, offering modest melon and pineapple fruit. Drink it over the next few months.",Nobles Rives,85,13,RhÙne Valley,Collines RhÙdaniennes,Auvergne_Rhone_Alpes,Marsanne,Cave de Tain
202,France,"The 12 months of wood aging has left its mark on this wine, giving it a spicy burnt character. That makes it tough and unlikely to broaden out. It will likely remain dry and firm.",Diamant Rouge,85,17,Southwest France,Cahors,Occitanie,Malbec,Ch‚teau ArmandiËre
203,France,"Powerful and structured, this has dense tannins that will always be an important part of the wine. The juicy, fresh fruit gives a perfumed character to the wine and brings out acidity as well as the dry texture. It needs to age, so drink from 2018.",,87,35,Bordeaux,Moulis-en-MÈdoc,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Ch‚teau Lalaudey
204,France,"This firm and dry wine is also full of acidity. A juicy start is then given a firm jolt by the tannins, but the complex structure allows plenty of room for the bright fruits. Drink from 2018.",,87,,Bordeaux,Pessac-LÈognan,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Ch‚teau MancËdre
205,France,"Fresh and juicy, this full-bodied while structured wine comes from the heart of the Entre-deux-Mers region, which gives the fruitiness and blackberry fruit flavors. It will develop quickly and can be drunk from 2016.",,87,20,Bordeaux,Bordeaux SupÈrieur,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Ch‚teau Peyfaures
206,France,"Ripe and fruity, this is packed with black currant juiciness supported by a strong tannic element. Vineyards close to the Gironde estuary give this property a fine location. The smokiness of the wood combines with bright acidity at the end.",,87,30,Bordeaux,Haut-MÈdoc,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Ch‚teau du Cartillon
207,France,"Firm and dense, this is a wine with a good future. Its blackberry fruits, smoky dry tannins and touches of wood aging are joined with acidity to bring out a structured character. Drink from 2016.",,87,,Bordeaux,Bordeaux,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Ch‚teau Grand Billard
208,France,"This smoky wine has firm tannins and a tough core. The juicy fruit is taking its time develop, although it will provide density and ripe berry fruits in time. The vineyard, created in the early 1980s, is now at peak maturity. Drink from 2017.",,87,40,Bordeaux,Saint-EstËphe,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Ch‚teau Laffitte Carcasset
209,France,"Ripe and perfumed, this is packed with the richness of 2010 along with its structure. It has weight, juicy black and red berry fruits and a tense structure that still needs time. Acidity at the end provides a fresh lift to the essentially firm wine.",,87,13,Bordeaux,CÙtes de Bourg,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Ch‚teau Maine d'Arman
210,France,"While the wood aging of this wine still shows, it's already balancing out with the ripe black fruits and rich structure. An attractive smoky character is followed by juicy berry flavors and acidity. This is a wine to age, so wait until 2017.",,87,19,Bordeaux,MÈdoc,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Ch‚teau Noaillac
211,France,"One of Bordeaux's more memorable labels (orange nymphs supporting a picture of the chateau), Saransot-DuprÈ is one of a number of chateaus in Listrac with the DuprÈ suffix. This is a solid wine, chunky in a typical way for the appellation with plenty of black fruits and balanced tannins. Drink from 2017.",,87,25,Bordeaux,Listrac-MÈdoc,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Ch‚teau Saransot-DuprÈ
212,France,"Produced from a selection of small parcels, this perfumed wood-aged wine is big and concentrated while also keeping style and balance. It is dark, firm in the center with tannins that are surrounded by juicy acidity and black currant fruits. Keep for a few more months and drink from 2016.",Confidential,89,22,Southwest France,CÙtes du Marmandais,Nouvelle_Aquitaine,Red Blend,Cave du Marmandais
213,France,"This is a ripe, perfumed wine with smooth, generous texture and broad black fruits. An earthy, leathery edge gives extra character, and the suggestion of maturity comes from the wood aging and the ripe berry fruits. Drink now.",CuvÈe Prestige,89,26,Southwest France,Cahors,Occitanie,Malbec,Ch‚teau de CÈnac
214,France,"Made from the oldest vines on the estate, this ripe and fruity wine is ready to drink. Its tannins are already integrated, leaving a smooth-textured wine that is accompanied by spice and red plum fruit flavors.",O Grand R,89,13,Southwest France,Fronton,Occitanie,Red Blend,Domaine Roumagnac
215,France,"While this wine has an attractive honey character, it is only lightly sweet. It's more about acidity balanced with richness and a wonderful orange-zest character that gives a lift as well as bright aftertaste. The wine needs until 2016 to get its full act together.",Pas de Deux,88,,Southwest France,JuranÁon,Occitanie,Gros and Petit Manseng,Domaine Nigri
216,France,"Made from a series of small parcels, this fruity wine shows the fresh side of Malbec. With its gushing purple color and ripe black-plum juice flavors, it's designed to drink young. Try it from 2016.",K-Pot,88,18,Southwest France,Cahors,Occitanie,Malbec,Clos Troteligotte
217,France,"There is nothing bashful about this wine. It's big, bold and structured. It holds the potential of great fruitiness as well, a solid core that is surrounded by ripe black berries, just a touch of chocolate and wood. Drink from 2017.",Heart of Darkness,91,,Southwest France,Madiran,Nouvelle_Aquitaine,Tannat,Lionel Osmin & Cie
218,France,"Rich and full in the mouth, this is a wine with structure, tight minera ltexture and beautifully juicy fruit. The acidity is a strong part of this wine, giving a citrus tang to go over the wood aging. Drink from 2016.",Les ChaumÈes Premier Cru,91,78,Burgundy,Chassagne-Montrachet,Bourgogne_Franche_Comte,Chardonnay,Domaine Vincent Girardin
219,France,"An intense and fresh wine that is packed with acidity as well as powerful red fruits. It is breathtakingly fruity at this stage, the structure still developing and giving a delicious perfumed berry character. Drink from 2015.",Ch‚teau de Bligny Premier Cru,91,65,Burgundy,Gevrey-Chambertin,Bourgogne_Franche_Comte,Pinot Noir,Evening Land
220,France,"The second wine of Ch‚teau Cheval Blanc is packed with wood flavors and spice. A toasty wine, it also has solid tannins plus fragrant fruitiness. Already the fruit is coming through strongly and it is for medium-term aging. Drink from 2017.",Le Petit Cheval,91,,Bordeaux,Saint-…milion,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Ch‚teau Cheval Blanc
221,France,"Made from Viognier grown in the Gaillac region, this is a rich wine with tropical and yellow fruit flavors. The wood aging shows gently through the fresh fruit and attractive acidity. The wine is ready to drink, but will improve until 2018.",Mas des Merveilles,91,30,Southwest France,CÙtes du Lot,Occitanie,Viognier,Ch‚teau LagrÈzette
222,France,"This full-throated wine has layers of black fruits, firm tannins and a dense texture. It is rich, the black plum fruits partnered by dark chocolate and licorice. Wood aging still shows and the wine needs to broaden out even more as it ages. Drink from 2018.",,91,,Bordeaux,MÈdoc,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Ch‚teau Les Trois Manoirs
223,France,"This marks the first vintage of this Moulis estate under the ownership of the Barton family of LÈoville Barton. Already the wine is showing breeding and an understated structure and richness. Lightly perfumed, full of black fruits and integrated tannins, it should age well. Drink from 2017.",,91,22,Bordeaux,Moulis-en-MÈdoc,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Ch‚teau Mauvesin Barton
224,France,"Because strong toast aromas show through this wine, its attractive full fruit will need time to come through. The wine, with its firm, almost red-wine structure, needs to age until 2016 before drinking.",,91,60,Burgundy,Savigny-lËs-Beaune,Bourgogne_Franche_Comte,Chardonnay,Domaine de Bellene
225,France,"This is a powerful, rich blend of Merlot and Cabernet Sauvignon. It has structure, dark tannins, complex red berry fruits and just the right amount of wood aging. With its solid structured foundation that is partnered with the ripe fruits, it's going to age well. Drink from 2016.",Grande RÈserve,91,40,Southwest France,CÙtes du Tarn,Occitanie,Bordeaux-style Red Blend,Domaine D'en SÈgur
226,France,"This apricot and honey flavored wine is both rich and fresh. The balance between the sweetness, the botrytis and the acidity is just right. It will go well with blue cheese or p‚tÈ. Drink from 2015.",Toute une Histoire,91,,Southwest France,JuranÁon,Occitanie,Petit Manseng,Domaine Nigri
227,France,"Showing richness, this wine is smooth and well balanced between ripe red berry fruits and generous tannins. The wood aging shows in a slight burnt edge, but this will pass as the wine develops. Drink from 2016.",Pitures Premier Cru,91,74,Burgundy,Volnay,Bourgogne_Franche_Comte,Pinot Noir,Roche de Bellene
228,France,"Tight, nervy and mineral, this crisp and fruity wine needs a few months to develop fully. It's lively with citrus fruits, an herbaceous character and steely aftertaste.",,88,15,Bordeaux,Bordeaux Blanc,Nouvelle_Aquitaine,Sauvignon Blanc,Prince de Tabourg
229,France,"This tight, young wine is shot through with steely acidity and minerality. It tastes of the flinty soil of Pouilly, full in the mouth and concentrated. Give it until 2015 before drinking.",CuvÈe Plaisir,88,22,Loire Valley,Pouilly-FumÈ,Bourgogne_Franche_Comte,Sauvignon Blanc,Dominique Pabiot
230,France,"It's the hard, granite rock of the vineyards that gives this wine its tight, firm texture. It is very crisp, structured with tense acidity and strong lemon-lime flavors. The wine, with its intense freshness, is very much made to partner food.",Domaine de BÈgrolles Sur Lie,88,12,Loire Valley,Muscadet SËvre et Maine,Pays_de_Loire,Melon,Les Vignerons des Terroirs de la No‡´lle
231,France,"The slightest notes of angelica and kiwi fruit lend perfume to a slender, almost weightless body. This slinky Sylvaner runs rings around you, intriguing with its weightless charm. It's dry, lithe and refreshing.",,90,17,Alsace,Alsace,Grand_Est,Sylvaner,Leon Beyer
232,France,"Grated lime zest on the nose leads to an uncompromisingly but refreshingly brisk palate. This has freshness and a stony, almost chalky depth and wonderful concentration and freshness. It's dry, brisk and invigorating.",Signature,90,15,Alsace,Alsace,Grand_Est,Sylvaner,RenÈ MurÈ
233,France,"The picturesque name of the wine, the vineyard where God sits, comes from a monopole‚Äîa walled property in the hills behind Beaune, wholly owned by the Ch‚teau de Santenay. Ripe and smooth with an attractive, crisp texture, the wine is ready to drink. A touch of toast gives extra interest.",Clos de la Chaise Dieu,90,50,Burgundy,Bourgogne Hautes CÙtes de Beaune,Bourgogne_Franche_Comte,Chardonnay,Ch‚teau de Santenay
234,France,"Produced from 25-year-old vines, this is a fresh as well as ripe wine, well balanced between herbal flavors and white and citrus fruitiness. It has a rounded texture that is juicy as well as full in the mouth. The wine is ready to drink.",,90,20,Loire Valley,Menetou-Salon,Centre_Val_de_Loire,Sauvignon Blanc,Domaine Chavet
235,France,"Guigal does a terrific job with its regional wines, and this rosÈ is no exception. Notes of crushed stone and underripe pineapple broaden out into red berries and white chocolate on the weighty but balanced palate.",,90,19,RhÙne Valley,CÙtes du RhÙne,Auvergne_Rhone_Alpes,RosÈ,E. Guigal
236,France,"This mid-sized nÈgociant has turned out a solid Tavel. It's classic red-berry hue is typical for the appellation, followed by ample weight on the palate and bold cherry-berry flavors‚Äîall wrapped up by a long, mouthwatering finish.",,90,17,RhÙne Valley,Tavel,Auvergne_Rhone_Alpes,RosÈ,Lavau
237,France,"Monbazillac, with its impressive castle, is part of the Bergerac region that makes some beautiful dessert wines. This wine, with its refreshing balance between acidity and rich honeyed flavors, conveys Seville orange marmalade and lemon acidity, with a smooth, botrytis aftertaste. Drink now, or better age until 2017.",Blanche de Bosredon,90,13,Southwest France,Monbazillac,Nouvelle_Aquitaine,Bordeaux-style White Blend,Ch‚teau BÈlingard
238,France,"Named after the winemaker, AmÈlie Couillard, this soft, rounded wine is smooth with creamed apple flavors while also having a proper tangy of acidity. That tight and tangy edge makes the wine refreshing now while also allowing it to age for a few more months. Drink now or from late 2016.",CuvÈe AmÈlie Sur Lie,90,16,Loire Valley,Muscadet SËvre et Maine,Pays_de_Loire,Melon,Ch‚teau de la Ragotiere
239,France,"This wine is very structured and firm. With some barrel aging, the tannins have been smoothed out although the wine remains with a dry core and fresh acidity. Black-currant flavors dominate, giving a wine that is bright and fruity at the end.",CuvÈe Tsar Pierre le Grand,90,50,Southwest France,Cahors,Occitanie,Malbec-Merlot,Ch‚teau EugÈnie
240,France,"An impressive blend of Merlot and Malbec, this is a solid, dark wine packed with both tannins and ripe berry fruits. It has a serious character with toast, acidity and complex spice flavors. Drink from 2018.",Comtesse de SÈgur,90,19,Southwest France,Montravel,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Ch‚teau Laulerie
241,France,"This ripe wine with open fruits has 40% Cabernet Franc in the blend, which lends an attractive perfumed character and gives the wine rich character and fruitiness. It will age for a few more years and be ready to drink from 2017.",,90,13,Southwest France,Madiran,Nouvelle_Aquitaine,Tannat-Cabernet Franc,Ch‚teau Peyros
242,France,"An attractive silver-pink colored wine, this is beautifully ripe and fruity. It has a great balance between acidity and raspberry fruit. There is a herbal edge that gives the wine a fine tangy character. Drink this wine from the end of 2017.",L'Excellence,92,45,Provence,CÙtes de Provence,Provence_Alpes_Cotes_d_Azur,RosÈ,Ch‚teau Saint-Maur
243,France,"This wood-aged wine is a fascinating example of how rosÈ can age. It is certainly mature and has lost its crisp fruitiness. But it has gained toast, a smooth rich texture and plenty of spice. It's obviously a food wine, ready to drink now.",La Patience de VanniËres,92,,Provence,Bandol,Provence_Alpes_Cotes_d_Azur,RosÈ,Ch‚teau VanniËres
244,France,"Dense tannins and powerful black fruits reinforce the almost-black color of the wine. It is a strong wine, powered by dark plums, rich tannins and very fine acidity. Produced from organic grapes, it is an impressive wine for long-term aging. Drink from 2020.",CuvÈe du Couvent,92,25,Southwest France,Madiran,Nouvelle_Aquitaine,Tannat,Domaine Capmartin
245,France,"Almost white in color, this is a rich wine with intense red-currant and raspberry fruits. It is a dry wine, destined to partner food, with fine acidity as well as a herbal edge. It is a concentrated wine, ready to drink from the end of 2017.",Excellence des Muraires,92,59,Provence,CÙtes de Provence,Provence_Alpes_Cotes_d_Azur,RosÈ,Bernard Magrez
246,France,"The top wine from this estate is impressive. It has rich black fruits and firm tannins, showing its youthfulness. Its weight and concentration combine with the ripe fruits to give a wine that is destined for long-term aging. NÈgrette, Syrah and Cabernet Sauvignon go into this fine blend. Drink it from 2020.",Optimum,92,28,Southwest France,Fronton,Occitanie,Red Blend,Ch‚teau Bellevue la For‡™t
247,France,"This wine is floral and spicy on the nose, but lacks the richness on the midpalate to fully support those ambitions. The result is a highly perfumed but modestly flavored wine with medium body and a dusty finish. Drink now.",Ch‚teau No‡´l Saint Laurent,84,14,RhÙne Valley,CÙtes du RhÙne,Provence_Alpes_Cotes_d_Azur,RhÙne-style White Blend,Louis Bernard
248,France,The wine is soft and fruity with hints of honey as well as mango and peach flavors. It is lightly perfumed leaving room for a crisp aftertaste. Drink now.,La Fleur Lily Semi-Sweet,84,12,Southwest France,CÙtes de Bergerac,Nouvelle_Aquitaine,Bordeaux-style White Blend,Domaine de Grange Neuve
249,France,"The wine is intense, full in the mouth and rich. The warm, concentrated character brings out both ripe fruits and minerality. The result is a textured wine, tangy and citrus-driven, that also has broad yellow fruits along with the final acidity. Drink from 2016.",Vieilles Vignes,91,14,Alsace,Alsace,Grand_Est,Riesling,Domaine Jean Sipp
250,France,"Impressively concentrated for a Pinot Blanc, it offers intense spice as well as crisp apple flavors. It's bright, with good acidity as well as a rich and rounded aftertaste.",,91,27,Alsace,Alsace,Grand_Est,Pinot Blanc,Domaine Ostertag
251,France,"Not overly sweet, this offers a spicy character on top of a touch of honey and fresh lemon flavors. It's surprisingly and attractively delicate for a Gewurztraminer, and ready to drink now.",Kessler Grand Cru,91,38,Alsace,Alsace,Grand_Est,Gew¸rztraminer,Domaines Schlumberger
252,France,"Made from young vines, this is the second wine of Suduiraut. It has young, honeyed character, with a ripe, opulent texture that lays bitter orange fruits over drier noble rot flavors. It is so delicious now, but will be better from 2017.",Castelnau de Suduiraut,91,35,Bordeaux,Sauternes,Nouvelle_Aquitaine,Bordeaux-style White Blend,Ch‚teau Suduiraut
253,France,"Perfumed and off dry, this rich wine has spice, structure and a floral character. It is so young with its white fruits, hint of lychee and lime-juice acidity. The wine needs to age to reveal its potential. Drink from 2018.",Seppi Landmann ZinnkoeplÈ Grand Cru,91,36,Alsace,Alsace,Grand_Est,Riesling,Domaine RieflÈ-Landmann
254,France,"This is well-balanced and ripe, with plenty of room for both the attractive black fruits and the firm tannic structure. Wood aging shows, although it will integrate well. The wine is fruity, likely to be ready to drink from 2016.",Ch‚teau Courbian,87,19,Bordeaux,MÈdoc,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Producta Vignobles
255,France,"This is a rich, maturing wine that is full of toasty, yeasty flavors that are finely integrated with the orange zest and apple flavors. It is just right to drink now, at a midway point between youth and maturity but it will age for several more years. Drink until 2020.",Brut Prestige,91,66,Champagne,Champagne,Grand_Est,Champagne Blend,Charles Ellner
256,France,"With mint and black fruit aromas, this is a ripe, fruity wood-aged wine. Power and complexity come from the structure and the dark black fruits. Hints of licorice accent the strong tannins and fruit. Drink from 2018.",,91,45,Southwest France,Cahors,Occitanie,Malbec,Ch‚teau LagrÈzette
257,France,"Ayala specializes in dry Champagnes and this is their extreme example. It has the right amount of bottle age to soften the intense acidity and bring in some toastiness and fruit. It can be drunk now, but a few more months in bottle would make it even better.",Brut Nature,91,75,Champagne,Champagne,Grand_Est,Champagne Blend,Ayala
258,France,"Some bottle age gives a toasty character to the ripe fruit and lively acidity, adding extra complexity to this rich wine. The citrus and apple acidity are woven together in a tight, mature structure.",Grande RÈserve Brut,90,50,Champagne,Champagne,Grand_Est,Champagne Blend,Charles Ellner
259,France,"This firm and structured wine also has full-on ripe, jammy fruits. The combination gives weight, richness and structure. A touch of licorice adds an extra dimension to this fruity, firm wine. Drink from 2017.",La Ch‡™neraie,90,55,Bordeaux,Fronsac,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Ch‚teau Jeandeman
260,France,"In this complex wine, surface fruitiness doesn't mask the firm layers of tannins that give shape and density. It's full of black plum flavors that show a juicy side to what is also a wine for long-term aging. Drink from 2018.",,90,20,Bordeaux,Haut-MÈdoc,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Ch‚teau Paloumey
261,France,"A mix of ripe black fruits and dense tannins characterize this young wine. Its structure is surrounded by rich fruits, smoothly textured and generous. Acidity gives the wine a fresh touch in its aftertaste. Drink from 2016.",,90,45,Bordeaux,Saint-…milion,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Ch‚teau Tour de Pressac
262,France,"While the wine has some concentration from the old vines, its general effect is of a soft, open and generous texture that is full and rounded. There is some spice, a touch of toast and full-bodied blackberry and currant flavors. Drink now.",Baron d'Ardeuil Vieilles Vignes,88,15,Southwest France,Buzet,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Vignerons de Buzet
263,France,"This is a dark and concentrated wine, solid with dark plum skin tannins and a dense structure. A fresher side brings in spice and a tense texture of both freshness and acidity. It should age a couple of years more, so drink from 2017. The estate, about 31 miles from Toulouse along the Tarn river, has a well-recorded history of family ownership over many centuries and is now run by the Faramond family.",,88,12,Southwest France,Gaillac,Occitanie,Red Blend,Ch‚teau Lastours
264,France,"With its 50% SÈmillon, this ripe wine has the potential to be rich. It has a perfumed, fruity character at this stage, emphasizing flowery fruits along with citrus. As it develops, it will fill out comfortably. Drink from 2016.",CuvÈe des Conti,88,16,Southwest France,Bergerac Sec,Nouvelle_Aquitaine,Bordeaux-style White Blend,Ch‚teau Tour des Gendres
265,France,"This rich, full-bodied wine is packed with ripe, dense blackberry and plum flavors. With firm tannins in the background, it is always going to be dark and solid. Produced on a single vineyard by the local cooperative, it could still age and will be best from 2016.",Ch‚teau Bazin,88,45,Southwest France,CÙtes du Marmandais,Nouvelle_Aquitaine,Red Blend,Cave du Marmandais
266,France,"Round and soft, it offers apples, citrus and gooseberries enveloped in a full-bodied texture. An edge of steely background suggests it's a wine for some aging, so wait until 2015.",Les Cris,88,,Loire Valley,Pouilly-FumÈ,Bourgogne_Franche_Comte,Sauvignon Blanc,Domaine A. Cailbourdin
267,France,"While the aromas scream herbaceous, the palate is more subdued and rounded. That gives space for the citrus to mingle with green apple skin and white peach flavors. It's very fruity and ready to drink.",,88,25,Loire Valley,Quincy,Centre_Val_de_Loire,Sauvignon Blanc,Domaine Philippe Portier
268,France,"Just off-dry, this fruity and creamy wine has a touch of honey to go on top of the melon and baked apple flavors. Great acidity makes the wine refreshing and brings out the bright fruitiness. Drink now.",Les Fosses d'Hareng,88,,Loire Valley,Vouvray,Pays_de_Loire,Chenin Blanc,Cave des Producteurs de Vouvray
269,France,"A concentrated wine, it's packed with both dark fruits and tannins. A dense structure contrasts with the fresher black currant fruitiness. Ripe and full-bodied, the wine needs to age. Drink from 2016.",,88,21,Bordeaux,CÙtes de Bourg,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Ch‚teau MÈtairie Neuve
270,France,"This structured rosÈ has a firm character, with tannins as well as fruit. It's crisp, while also full-bodied, full of ripe red fruits. A steely edge adds to the structure, making this an excellent partner for food.",,88,28,Loire Valley,Sancerre,Centre_Val_de_Loire,RosÈ,Domaine Vincent Delaporte
271,France,"Crisp and young, this wine, from 50-year-old vines, is tangy and strongly mineral in texture. It is full of fresh fruit that reflects the of organic and biodynamic farming. The green fruits will fill out as it ages. Drink from 2017.",Maison du Villard,90,35,Burgundy,Pouilly-FuissÈ,Bourgogne_Franche_Comte,Chardonnay,Ch‚teau de Lavernette
272,France,The closed nose leads onto a compact palate that mixed red cherry notes with sandalwood oak spice. This is elegant and evolves beautifully in the glass. It will sing with earthy mushroom dishes.,Vieilles Vignes,90,55,Alsace,Alsace,Grand_Est,Pinot Noir,Domaine BarmËs-Buecher
273,France,"Young vines, planted in 2007, give a fresh, fruity wine with attractive citrus and zingy orange flavors. It is ripe and deliciously perfumed with a touch of minerality and saltiness. Drink from 2019.",GrËves Premier Cru,90,117,Burgundy,Beaune,Bourgogne_Franche_Comte,Chardonnay,Domaine Jacques Prieur
274,France,"In this wine, red berries and currants burst out of the glass. These are balanced with apple and citrus acidity to give a wine that is all about delicious fruit and refreshing acidity. Drink now.",Ch‚teau Lauduc Classic,90,15,Bordeaux,Bordeaux RosÈ,Nouvelle_Aquitaine,RosÈ,Vignobles Grandeau
275,France,"Damaged by hail in 2013, the vineyards yielded low quantities. The grapes harvested produced a wine with crisp red fruits and bright berry acidity. The fresh, tight aftertaste suggests the wine will age. Drink from 2019.",Dominode Premier Cru,90,68,Burgundy,Savigny-lËs-Beaune,Bourgogne_Franche_Comte,Pinot Noir,Chanson PËre et Fils
276,France,"This wine comes from one of the best vineyard sites in Savigny-lËs-Beaune, on the slope closest to Beaune. It is a smooth, perfumed and ripe wine that has a balanced structure under the bright red-cherry flavor. Still bursting with young fruit, the wine will age, so wait to drink until 2019.",Les Marconnets Premier Cru,90,60,Burgundy,Savigny-lËs-Beaune,Bourgogne_Franche_Comte,Pinot Noir,Nicolas Potel
277,France,"Lemon freshness encounters some honeyed richness. There's a hint of pleasant bitterness of honeycomb on the flavor, while the palate is streamlined with zesty lemon freshness. These create an intriguing and successful counterpoint on the dry, slender but expressive body.",Vieilles Vignes,90,32,Alsace,Alsace,Grand_Est,Auxerrois,Jean-Baptiste Adam
278,France,"Gentle spice and redcurrant notes promise a subtle wine. The palate does not disappoint and sings with translucent, light-footed elegance. This is all about charm and ease, about chiffon rather than velvet. Crisp freshness brightens and lightens everything. It's a mere whiff of a wine but a delicious one.",Tradition,90,20,Alsace,Alsace,Grand_Est,Pinot Noir,Kuentz-Bas
279,France,"Summer fruit and fresh ripeness dominate: think red apple, yellow plum and breezy lemon freshness. This wine is really uplifting, light, fresh and friendly: it paints a picture of summer aperos under open skies. Drink soon.",,90,19,Alsace,Alsace,Grand_Est,Pinot Blanc,Leon Beyer
280,France,"From a small, 15-acre property, this wine is ripe, rich and full of yellow fruits along with crisp apples, with a tight texture that needs to develop. It is crisply structured, zesty and mineral in character. Give this juicy, delicious wine until 2017 before drinking.",Domaine des Emois,90,20,Loire Valley,Sancerre,Centre_Val_de_Loire,Sauvignon Blanc,Joseph Mellot
281,France,"There are not many ch‚teaux in Sancerre‚Äîthis is one of only four. Surrounding the building, vines produce this fresh, crisp and tightly fruity wine that has a strong minerality along with a lively, tangy character. The wine is attractive already, although it will be better from 2017.",,90,26,Loire Valley,Sancerre,Centre_Val_de_Loire,Sauvignon Blanc,Ch‚teau de CrÈzancy
